frameIndex,personId,x,y,width,height,confidence
0,2,769.9920043945317,506.9988403320321,95.3870849609375,110.915222167969,0.936646223068237
0,3,1492.964294433599,655.130065917969,123.162475585938,160.549102783203,0.935756027698517
0,4,905.8904113769536,402.472259521484,65.7991333007813,96.306640625,0.932282745838165
0,5,499.0601348876954,464.670318603516,52.6130065917969,107.640167236328,0.920858502388
0,6,560.3403320312498,387.04165649414097,64.5203857421875,101.720397949219,0.919918596744537
0,7,1235.5260620117238,409.19985961914097,41.9725341796875,101.323425292969,0.91318416595459
0,9,282.64678955078165,574.76025390625,63.0056762695313,142.280975341797,0.907410383224487
0,10,818.9913024902346,386.426361083985,48.1961059570313,102.975708007813,0.897720396518707
0,11,964.7280273437505,307.73388671875034,35.983642578125,82.3032836914063,0.895631194114685
0,12,851.7207641601562,423.310546875,40.1143798828125,112.636535644531,0.887030065059662
1,2,770.9502891351368,506.563473031541,95.3086745743196,110.767636890254,0.93649697303772
1,3,1485.4630005891706,654.641681261299,124.152041682601,161.477224302686,0.930624067783356
1,4,906.5804579553524,401.3309563250583,65.0235945335527,95.0770987518563,0.930109024047852
1,5,498.88333974791,463.345467307351,51.944868439746,106.323604867478,0.917928218841553
1,6,560.4394813726757,387.158125191681,64.4111656826394,101.529540763414,0.918302357196808
1,7,1236.192036274053,409.20078649599697,41.8638615483059,100.939883649842,0.912274479866028
1,9,284.39520370861675,575.209550841781,63.5134659090835,143.591552734375,0.909548401832581
1,10,816.7711940796909,386.358037018579,48.3619047580198,103.162831203997,0.904896318912506
1,11,964.6241376892592,308.0298782222528,36.1968958920101,82.8146019297198,0.895171523094177
1,12,854.0052507889177,424.082132134556,40.6003222192694,114.109025182803,0.890353322029114
2,2,770.7079401861108,507.079652249359,96.5587306852377,112.163884604771,0.941526353359222
2,3,1484.317342349492,654.5266740772979,124.450598629984,161.336007537853,0.893714845180511
2,4,908.2922377387986,400.7021261292333,64.3438638926912,93.7200779010543,0.931240916252136
2,5,499.1112270953843,463.208110242889,51.6003166291587,105.818684070156,0.917600393295288
2,6,560.3985546815313,387.156282161881,64.5486460858126,101.715522984072,0.917783737182617
2,7,1237.6703335250768,408.878717505372,42.0613350302539,100.971642349797,0.911661565303802
2,9,285.8765815896612,575.290175550286,63.6772811233344,144.321511470966,0.900121927261353
2,10,814.7414838217121,386.665469591833,49.0331645816882,104.122852136668,0.910943150520325
2,11,964.645215960466,308.3242417458616,36.3896648440423,83.3012307141486,0.895374596118927
2,12,855.2489029231109,425.105570499119,40.7654809442798,114.84560833251,0.881281435489655
3,2,770.9237903133177,506.872447238846,97.0488828825852,112.573971090059,0.941522300243378
3,3,1482.7318466678876,653.940627520308,125.641348698515,162.286913528128,0.936616718769073
3,4,910.070097409247,400.8951148015483,64.188348656922,92.9451731494413,0.930913090705872
3,5,499.6172464182032,463.555178120846,51.3200951995063,105.534032739155,0.912882506847382
3,6,560.482437321301,387.0927535848711,64.7751619773498,102.033767931803,0.919847965240479
3,7,1238.9337863567046,408.429354747638,42.3335770191694,100.981968730916,0.913484632968903
3,9,287.4766912506633,575.128462444342,63.6859695775207,144.864149800959,0.896373212337494
3,10,812.5406871691758,387.505719156213,50.0530055494077,105.452611688101,0.916554868221283
3,11,964.511924592978,308.4434229689826,36.346582276016,83.2598037777296,0.895570993423462
3,12,857.6026187593526,424.156730033746,40.2291536193553,113.626743324798,0.884788393974304
4,2,771.4778935664751,507.567954292911,98.4020405862281,113.94752840156,0.943875074386597
4,3,1477.6689744462824,653.9732330649471,128.126873085485,164.572665256647,0.922215700149536
4,4,912.6588433175882,401.7213469800975,64.2074594668824,92.1311348845285,0.915313005447388
4,5,500.3489600318635,463.48823767392105,50.558572420005,104.361011942977,0.918135702610016
4,6,560.7817033660991,387.46177934156594,65.3170251707184,103.021207343042,0.914727509021759
4,7,1240.6249033358922,408.578722576988,43.3370128321243,102.486287989281,0.924283146858215
4,9,289.9652218645542,575.206181835674,63.6203826904305,145.55400578017,0.897927403450012
4,10,811.659571065351,387.916046997616,51.1676922117,106.94363286345,0.919587373733521
4,11,965.1605255792806,308.3407908863629,36.1959140073772,82.9626292239799,0.898228585720062
4,12,861.2563497895247,422.711278793411,39.3523214511215,111.56544346868,0.890488862991333
5,2,774.36520936427,508.207337283176,98.6921964814561,114.483236069501,0.933974325656891
5,3,1471.0097096475645,647.447245111735,125.915371607649,160.743720094741,0.922593474388123
5,4,914.8653479260385,401.74976701418274,63.179800671473,89.8109099095647,0.916054368019104
